state	district	crop	Variety	Year	Season	fhp
AP	Krishna	Paddy	-	2010-11	-	1036
AP	Krishna	Paddy	-	2010-11	Kharif	1073
AP	Krishna	Paddy	-	2010-11	Rabi	963
AP	Krishna	Ragi	-	2008-09	-	
AP	Krishna	Ragi	-	2008-09	Kharif	
AP	Krishna	Ragi	-	2008-09	Rabi	
AP	Krishna	Ragi	-	2009-10	-	
AP	Krishna	Ragi	-	2009-10	Kharif	
AP	Krishna	Ragi	-	2009-10	Rabi	
AP	Krishna	Ragi	-	2010-11	-	
AP	Krishna	Ragi	-	2010-11	Kharif	
AP	Krishna	Ragi	-	2010-11	Rabi	
AP	Krishna	Sesamum	-	2008-09	-	
AP	Krishna	Sesamum	-	2008-09	Kharif	
AP	Krishna	Sesamum	-	2008-09	Rabi	
AP	Krishna	Sesamum	-	2009-10	-	
AP	Krishna	Sesamum	-	2009-10	Kharif	
AP	Krishna	Sesamum	-	2009-10	Rabi	
AP	Krishna	Sesamum	-	2010-11	-	3887
AP	Krishna	Sesamum	-	2010-11	Kharif	
AP	Krishna	Sesamum	-	2010-11	Rabi	3887
AP	Krishna	Sugar Raw	-	2008-09	-	1995
AP	Krishna	Sugar Raw	-	2008-09	Kharif	1995
AP	Krishna	Sugar Raw	-	2009-10	-	2790
AP	Krishna	Sugar Raw	-	2009-10	Kharif	2790
AP	Krishna	Sugar Raw	-	2010-11	-	3352
AP	Krishna	Sugar Raw	-	2010-11	Kharif	3352
AP	Krishna	Tobacco	-	2008-09	-	10927
AP	Krishna	Tobacco	-	2008-09	Rabi	10927
AP	Krishna	Tobacco	-	2009-10	-	7772
AP	Krishna	Tobacco	-	2010-11	-	5938
AP	Krishna	Tobacco	-	2010-11	Rabi	5938
AP	Krishna	Tur Arhar	-	2008-09	-	3183
AP	Krishna	Tur Arhar	-	2008-09	Kharif	3183
AP	Krishna	Tur Arhar	-	2009-10	-	3609
AP	Krishna	Tur Arhar	-	2009-10	Kharif	3608
AP	Krishna	Tur Arhar	-	2009-10	Rabi	3616
AP	Krishna	Tur Arhar	-	2010-11	-	3025
AP	Krishna	Tur Arhar	-	2010-11	Kharif	3013
AP	Krishna	Tur Arhar	-	2010-11	Rabi	3314
AP	Krishna	Turmeric	-	2008-09	-	4809
AP	Krishna	Turmeric	-	2008-09	Kharif	4809
AP	Krishna	Turmeric	-	2009-10	-	13612
AP	Krishna	Turmeric	-	2009-10	Kharif	13612
AP	Krishna	Turmeric	-	2010-11	-	8043
AP	Krishna	Turmeric	-	2010-11	Kharif	8043
AP	Kurnool	Bajra	-	2008-09	-	817
AP	Kurnool	Bajra	-	2008-09	Kharif	774
AP	Kurnool	Bajra	-	2008-09	Rabi	1741
AP	Kurnool	Bajra	-	2009-10	-	823
AP	Kurnool	Bajra	-	2009-10	Kharif	813
AP	Kurnool	Bajra	-	2009-10	Rabi	950
AP	Kurnool	Bajra	-	2010-11	-	916
AP	Kurnool	Bajra	-	2010-11	Kharif	918
AP	Kurnool	Bajra	-	2010-11	Rabi	876
AP	Kurnool	CasterSeed	-	2008-09	-	2463
AP	Kurnool	CasterSeed	-	2008-09	Kharif	2463
AP	Kurnool	CasterSeed	-	2009-10	-	2371
AP	Kurnool	CasterSeed	-	2009-10	Kharif	2371
AP	Kurnool	CasterSeed	-	2010-11	-	3165
AP	Kurnool	CasterSeed	-	2010-11	Kharif	3167
AP	Kurnool	CasterSeed	-	2010-11	Rabi	2577
AP	Kurnool	Chilly	-	2008-09	Rabi	5370
AP	Kurnool	Chilly	Dry	2008-09	-	4740
AP	Kurnool	Chilly	Dry	2008-09	Kharif	4727
AP	Kurnool	Chilly	Dry	2009-10	-	5316
AP	Kurnool	Chilly	Dry	2009-10	Kharif	5371
AP	Kurnool	Chilly	Dry	2009-10	Rabi	4833
AP	Kurnool	Chilly	Dry	2010-11	-	7671
AP	Kurnool	Chilly	Dry	2010-11	Kharif	7687
AP	Kurnool	Chilly	Dry	2010-11	Rabi	7271
AP	Kurnool	Cotton	-	2008-09	-	2493
AP	Kurnool	Cotton	-	2008-09	Kharif	2493
AP	Kurnool	Cotton	-	2009-10	-	2923
AP	Kurnool	Cotton	-	2009-10	Kharif	2923
AP	Kurnool	Cotton	-	2010-11	-	4286
AP	Kurnool	Cotton	-	2010-11	Kharif	4286
AP	Kurnool	Gram	-	2008-09	-	2098
AP	Kurnool	Gram	-	2008-09	Rabi	2098
AP	Kurnool	Gram	-	2009-10	-	2047
AP	Kurnool	Gram	-	2009-10	Rabi	2047
AP	Kurnool	Gram	-	2010-11	-	2349
AP	Kurnool	Gram	-	2010-11	Rabi	2349
AP	Kurnool	Ground Nut	-	2008-09	-	2156
AP	Kurnool	Ground Nut	-	2008-09	Kharif	2071
AP	Kurnool	Ground Nut	-	2008-09	Rabi	2376
AP	Kurnool	Ground Nut	-	2009-10	-	2383
AP	Kurnool	Ground Nut	-	2009-10	Kharif	2275
AP	Kurnool	Ground Nut	-	2009-10	Rabi	2524
AP	Kurnool	Ground Nut	-	2010-11	-	2981
AP	Kurnool	Ground Nut	-	2010-11	Kharif	2675
AP	Kurnool	Ground Nut	-	2010-11	Rabi	3454
AP	Kurnool	Jowar	-	2008-09	-	959
AP	Kurnool	Jowar	-	2008-09	Kharif	860
AP	Kurnool	Jowar	-	2008-09	Rabi	983
AP	Kurnool	Jowar	-	2009-10	-	945
AP	Kurnool	Jowar	-	2009-10	Kharif	953
AP	Kurnool	Jowar	-	2009-10	Rabi	942
AP	Kurnool	Jowar	-	2010-11	-	1864
AP	Kurnool	Jowar	-	2010-11	Kharif	1433
AP	Kurnool	Jowar	-	2010-11	Rabi	1886
AP	Kurnool	Maize	-	2008-09	-	814
AP	Kurnool	Maize	-	2008-09	Kharif	825
AP	Kurnool	Maize	-	2008-09	Rabi	780
AP	Kurnool	Maize	-	2009-10	-	842
AP	Kurnool	Maize	-	2009-10	Kharif	837
AP	Kurnool	Maize	-	2009-10	Rabi	847
AP	Kurnool	Maize	-	2010-11	-	956
AP	Kurnool	Maize	-	2010-11	Kharif	895
AP	Kurnool	Maize	-	2010-11	Rabi	1050
AP	Kurnool	Mesta	-	2008-09	-	
AP	Kurnool	Mesta	-	2008-09	Kharif	
AP	Kurnool	Mesta	-	2009-10	-	
AP	Kurnool	Mesta	-	2009-10	Kharif	
AP	Kurnool	Mesta	-	2010-11	-	2326
AP	Kurnool	Mesta	-	2010-11	Kharif	2326
AP	Kurnool	Paddy	-	2008-09	-	1214
AP	Kurnool	Paddy	-	2008-09	Kharif	1267
AP	Kurnool	Paddy	-	2008-09	Rabi	1063
AP	Kurnool	Paddy	-	2009-10	-	1240
AP	Kurnool	Paddy	-	2009-10	Kharif	1450
AP	Kurnool	Paddy	-	2009-10	Rabi	900
AP	Kurnool	Paddy	-	2010-11	-	981
AP	Kurnool	Paddy	-	2010-11	Kharif	1039
AP	Kurnool	Paddy	-	2010-11	Rabi	821
AP	Kurnool	Ragi	-	2008-09	-	
AP	Kurnool	Ragi	-	2008-09	Kharif	
AP	Kurnool	Ragi	-	2008-09	Rabi	
AP	Kurnool	Ragi	-	2009-10	-	
AP	Kurnool	Ragi	-	2009-10	Kharif	
AP	Kurnool	Ragi	-	2009-10	Rabi	
AP	Kurnool	Ragi	-	2010-11	-	
AP	Kurnool	Ragi	-	2010-11	Kharif	
AP	Kurnool	Ragi	-	2010-11	Rabi	
AP	Kurnool	Sesamum	-	2008-09	-	3655
AP	Kurnool	Sesamum	-	2008-09	Kharif	
AP	Kurnool	Sesamum	-	2008-09	Rabi	3655
AP	Kurnool	Sesamum	-	2009-10	-	3685
AP	Kurnool	Sesamum	-	2009-10	Kharif	
AP	Kurnool	Sesamum	-	2009-10	Rabi	3685
AP	Kurnool	Sesamum	-	2010-11	-	4207
AP	Kurnool	Sesamum	-	2010-11	Kharif	
AP	Kurnool	Sesamum	-	2010-11	Rabi	4207
AP	Kurnool	Sugar Raw	-	2008-09	-	2437
AP	Kurnool	Sugar Raw	-	2008-09	Kharif	2437
AP	Kurnool	Sugar Raw	-	2009-10	-	1618
AP	Kurnool	Sugar Raw	-	2009-10	Kharif	1618
AP	Kurnool	Sugar Raw	-	2010-11	-	1947
AP	Kurnool	Sugar Raw	-	2010-11	Kharif	1947
AP	Kurnool	Tobacco	-	2008-09	-	
AP	Kurnool	Tobacco	-	2008-09	Rabi	
AP	Kurnool	Tobacco	-	2009-10	-	4123
AP	Kurnool	Tobacco	-	2010-11	-	
AP	Kurnool	Tobacco	-	2010-11	Rabi	
AP	Kurnool	Tur Arhar	-	2008-09	-	2937
AP	Kurnool	Tur Arhar	-	2008-09	Kharif	2937
AP	Kurnool	Tur Arhar	-	2009-10	-	3994
AP	Kurnool	Tur Arhar	-	2009-10	Kharif	4034
AP	Kurnool	Tur Arhar	-	2009-10	Rabi	3616
AP	Kurnool	Tur Arhar	-	2010-11	-	3710
AP	Kurnool	Tur Arhar	-	2010-11	Kharif	3722
AP	Kurnool	Tur Arhar	-	2010-11	Rabi	3314
AP	Kurnool	Turmeric	-	2008-09	-	4455
AP	Kurnool	Turmeric	-	2008-09	Kharif	4455
AP	Kurnool	Turmeric	-	2009-10	-	11957
AP	Kurnool	Turmeric	-	2009-10	Kharif	11957
AP	Kurnool	Turmeric	-	2010-11	-	9525
AP	Kurnool	Turmeric	-	2010-11	Kharif	9525
AP	Mahbubnagar	Bajra	-	2008-09	-	779
AP	Mahbubnagar	Bajra	-	2008-09	Kharif	779
AP	Mahbubnagar	Bajra	-	2008-09	Rabi	
AP	Mahbubnagar	Bajra	-	2009-10	-	1112
AP	Mahbubnagar	Bajra	-	2009-10	Kharif	1112
AP	Mahbubnagar	Bajra	-	2009-10	Rabi	
AP	Mahbubnagar	Bajra	-	2010-11	-	978
AP	Mahbubnagar	Bajra	-	2010-11	Kharif	978
AP	Mahbubnagar	Bajra	-	2010-11	Rabi	
AP	Mahbubnagar	CasterSeed	-	2008-09	-	2794
AP	Mahbubnagar	CasterSeed	-	2008-09	Kharif	2794
AP	Mahbubnagar	CasterSeed	-	2009-10	-	2371
AP	Mahbubnagar	CasterSeed	-	2009-10	Kharif	2371
AP	Mahbubnagar	CasterSeed	-	2010-11	-	3152
AP	Mahbubnagar	CasterSeed	-	2010-11	Kharif	3153
AP	Mahbubnagar	CasterSeed	-	2010-11	Rabi	2577
AP	Mahbubnagar	Chilly	-	2008-09	Rabi	5370
AP	Mahbubnagar	Chilly	Dry	2008-09	-	4763
AP	Mahbubnagar	Chilly	Dry	2008-09	Kharif	4727
AP	Mahbubnagar	Chilly	Dry	2009-10	-	5356
AP	Mahbubnagar	Chilly	Dry	2009-10	Kharif	5371
AP	Mahbubnagar	Chilly	Dry	2009-10	Rabi	4833
AP	Mahbubnagar	Chilly	Dry	2010-11	-	7105
AP	Mahbubnagar	Chilly	Dry	2010-11	Kharif	7101
AP	Mahbubnagar	Chilly	Dry	2010-11	Rabi	7271
AP	Mahbubnagar	Cotton	-	2008-09	-	2697
AP	Mahbubnagar	Cotton	-	2008-09	Kharif	2697
AP	Mahbubnagar	Cotton	-	2009-10	-	2919
AP	Mahbubnagar	Cotton	-	2009-10	Kharif	2919
AP	Mahbubnagar	Cotton	-	2010-11	-	4068
AP	Mahbubnagar	Cotton	-	2010-11	Kharif	4068
AP	Mahbubnagar	Gram	-	2008-09	-	2394
AP	Mahbubnagar	Gram	-	2008-09	Rabi	2394
AP	Mahbubnagar	Gram	-	2009-10	-	2840
AP	Mahbubnagar	Gram	-	2009-10	Rabi	2840
AP	Mahbubnagar	Gram	-	2010-11	-	2509
AP	Mahbubnagar	Gram	-	2010-11	Rabi	2509
AP	Mahbubnagar	Ground Nut	-	2008-09	-	2656
AP	Mahbubnagar	Ground Nut	-	2008-09	Kharif	2071
AP	Mahbubnagar	Ground Nut	-	2008-09	Rabi	2741
AP	Mahbubnagar	Ground Nut	-	2009-10	-	3113
AP	Mahbubnagar	Ground Nut	-	2009-10	Kharif	2707
AP	Mahbubnagar	Ground Nut	-	2009-10	Rabi	3145
AP	Mahbubnagar	Ground Nut	-	2010-11	-	3706
AP	Mahbubnagar	Ground Nut	-	2010-11	Kharif	3280
AP	Mahbubnagar	Ground Nut	-	2010-11	Rabi	3740
AP	Mahbubnagar	Jowar	-	2008-09	-	1033
AP	Mahbubnagar	Jowar	-	2008-09	Kharif	852
AP	Mahbubnagar	Jowar	-	2008-09	Rabi	1685
AP	Mahbubnagar	Jowar	-	2009-10	-	1495
AP	Mahbubnagar	Jowar	-	2009-10	Kharif	1407
AP	Mahbubnagar	Jowar	-	2009-10	Rabi	1698
AP	Mahbubnagar	Jowar	-	2010-11	-	1226
AP	Mahbubnagar	Jowar	-	2010-11	Kharif	843
AP	Mahbubnagar	Jowar	-	2010-11	Rabi	2985
AP	Mahbubnagar	Maize	-	2008-09	-	857
AP	Mahbubnagar	Maize	-	2008-09	Kharif	852
AP	Mahbubnagar	Maize	-	2008-09	Rabi	911
AP	Mahbubnagar	Maize	-	2009-10	-	888
AP	Mahbubnagar	Maize	-	2009-10	Kharif	861
AP	Mahbubnagar	Maize	-	2009-10	Rabi	1102
AP	Mahbubnagar	Maize	-	2010-11	-	906
AP	Mahbubnagar	Maize	-	2010-11	Kharif	897
AP	Mahbubnagar	Maize	-	2010-11	Rabi	1034
AP	Mahbubnagar	Mesta	-	2008-09	-	
AP	Mahbubnagar	Mesta	-	2008-09	Kharif	
AP	Mahbubnagar	Mesta	-	2009-10	-	
AP	Mahbubnagar	Mesta	-	2009-10	Kharif	
AP	Mahbubnagar	Mesta	-	2010-11	-	
AP	Mahbubnagar	Mesta	-	2010-11	Kharif	
AP	Mahbubnagar	Paddy	-	2008-09	-	1113
AP	Mahbubnagar	Paddy	-	2008-09	Kharif	1236
AP	Mahbubnagar	Paddy	-	2008-09	Rabi	853
AP	Mahbubnagar	Paddy	-	2009-10	-	1419
AP	Mahbubnagar	Paddy	-	2009-10	Kharif	1559
AP	Mahbubnagar	Paddy	-	2009-10	Rabi	1254
AP	Mahbubnagar	Paddy	-	2010-11	-	997
AP	Mahbubnagar	Paddy	-	2010-11	Kharif	1007
AP	Mahbubnagar	Paddy	-	2010-11	Rabi	979
AP	Mahbubnagar	Ragi	-	2008-09	-	888
AP	Mahbubnagar	Ragi	-	2008-09	Kharif	881
AP	Mahbubnagar	Ragi	-	2008-09	Rabi	939
AP	Mahbubnagar	Ragi	-	2009-10	-	1180
AP	Mahbubnagar	Ragi	-	2009-10	Kharif	940
AP	Mahbubnagar	Ragi	-	2009-10	Rabi	1614
AP	Mahbubnagar	Ragi	-	2010-11	-	1146
AP	Mahbubnagar	Ragi	-	2010-11	Kharif	1114
AP	Mahbubnagar	Ragi	-	2010-11	Rabi	1281
AP	Mahbubnagar	Sesamum	-	2008-09	-	
AP	Mahbubnagar	Sesamum	-	2008-09	Kharif	
AP	Mahbubnagar	Sesamum	-	2008-09	Rabi	
AP	Mahbubnagar	Sesamum	-	2009-10	-	
AP	Mahbubnagar	Sesamum	-	2009-10	Kharif	
AP	Mahbubnagar	Sesamum	-	2009-10	Rabi	
AP	Mahbubnagar	Sesamum	-	2010-11	-	4715
AP	Mahbubnagar	Sesamum	-	2010-11	Kharif	4715
AP	Mahbubnagar	Sesamum	-	2010-11	Rabi	
AP	Mahbubnagar	Sugar Raw	-	2008-09	-	2437
AP	Mahbubnagar	Sugar Raw	-	2008-09	Kharif	2437
AP	Mahbubnagar	Sugar Raw	-	2009-10	-	1618
AP	Mahbubnagar	Sugar Raw	-	2009-10	Kharif	1618
AP	Mahbubnagar	Sugar Raw	-	2010-11	-	1947
AP	Mahbubnagar	Sugar Raw	-	2010-11	Kharif	1947
AP	Mahbubnagar	Tobacco	-	2008-09	-	9813
AP	Mahbubnagar	Tobacco	-	2008-09	Rabi	9813
AP	Mahbubnagar	Tobacco	-	2009-10	-	4123
AP	Mahbubnagar	Tobacco	-	2010-11	-	5291
AP	Mahbubnagar	Tobacco	-	2010-11	Rabi	5291
AP	Mahbubnagar	Tur Arhar	-	2008-09	-	2689
AP	Mahbubnagar	Tur Arhar	-	2008-09	Kharif	2689
AP	Mahbubnagar	Tur Arhar	-	2009-10	-	4033
AP	Mahbubnagar	Tur Arhar	-	2009-10	Kharif	4034
AP	Mahbubnagar	Tur Arhar	-	2009-10	Rabi	3616
AP	Mahbubnagar	Tur Arhar	-	2010-11	-	3181
AP	Mahbubnagar	Tur Arhar	-	2010-11	Kharif	3181
AP	Mahbubnagar	Tur Arhar	-	2010-11	Rabi	3314
AP	Mahbubnagar	Turmeric	-	2008-09	-	3487
AP	Mahbubnagar	Turmeric	-	2008-09	Kharif	3487
AP	Mahbubnagar	Turmeric	-	2009-10	-	11957
AP	Mahbubnagar	Turmeric	-	2009-10	Kharif	11957
AP	Mahbubnagar	Turmeric	-	2010-11	-	9525
AP	Mahbubnagar	Turmeric	-	2010-11	Kharif	9525
AP	Medak	Bajra	-	2008-09	-	779
AP	Medak	Bajra	-	2008-09	Kharif	779
AP	Medak	Bajra	-	2008-09	Rabi	
AP	Medak	Bajra	-	2009-10	-	1112
AP	Medak	Bajra	-	2009-10	Kharif	1112
AP	Medak	Bajra	-	2009-10	Rabi	
AP	Medak	Bajra	-	2010-11	-	978
AP	Medak	Bajra	-	2010-11	Kharif	978
AP	Medak	Bajra	-	2010-11	Rabi	
AP	Medak	CasterSeed	-	2008-09	-	2121
AP	Medak	CasterSeed	-	2008-09	Kharif	2121
AP	Medak	CasterSeed	-	2009-10	-	1994
AP	Medak	CasterSeed	-	2009-10	Kharif	
AP	Medak	CasterSeed	-	2010-11	-	2747
AP	Medak	CasterSeed	-	2010-11	Kharif	3153
AP	Medak	CasterSeed	-	2010-11	Rabi	2577
AP	Medak	Chilly	-	2008-09	Rabi	6336
AP	Medak	Chilly	Dry	2008-09	-	6543
AP	Medak	Chilly	Dry	2008-09	Kharif	6995
AP	Medak	Chilly	Dry	2009-10	-	6494
AP	Medak	Chilly	Dry	2009-10	Kharif	6764
AP	Medak	Chilly	Dry	2009-10	Rabi	6382
AP	Medak	Chilly	Dry	2010-11	-	7410
AP	Medak	Chilly	Dry	2010-11	Kharif	7740
AP	Medak	Chilly	Dry	2010-11	Rabi	7271
AP	Medak	Cotton	-	2008-09	-	2705
AP	Medak	Cotton	-	2008-09	Kharif	2705
AP	Medak	Cotton	-	2009-10	-	3021
AP	Medak	Cotton	-	2009-10	Kharif	3021
AP	Medak	Cotton	-	2010-11	-	3882
AP	Medak	Cotton	-	2010-11	Kharif	3882
AP	Medak	Gram	-	2008-09	-	2096
AP	Medak	Gram	-	2008-09	Rabi	2096
AP	Medak	Gram	-	2009-10	-	2008
AP	Medak	Gram	-	2009-10	Rabi	2008
AP	Medak	Gram	-	2010-11	-	2499
AP	Medak	Gram	-	2010-11	Rabi	2499
AP	Medak	Ground Nut	-	2008-09	-	2365
AP	Medak	Ground Nut	-	2008-09	Kharif	2468
AP	Medak	Ground Nut	-	2008-09	Rabi	2361
AP	Medak	Ground Nut	-	2009-10	-	2517
AP	Medak	Ground Nut	-	2009-10	Kharif	2688
AP	Medak	Ground Nut	-	2009-10	Rabi	2515
AP	Medak	Ground Nut	-	2010-11	-	3307
AP	Medak	Ground Nut	-	2010-11	Kharif	
AP	Medak	Ground Nut	-	2010-11	Rabi	3307
AP	Medak	Jowar	-	2008-09	-	997
AP	Medak	Jowar	-	2008-09	Kharif	783
AP	Medak	Jowar	-	2008-09	Rabi	1398
AP	Medak	Jowar	-	2009-10	-	1376
AP	Medak	Jowar	-	2009-10	Kharif	1833
AP	Medak	Jowar	-	2009-10	Rabi	1137
AP	Medak	Jowar	-	2010-11	-	1885
AP	Medak	Jowar	-	2010-11	Kharif	1057
AP	Medak	Jowar	-	2010-11	Rabi	3027
AP	Medak	Maize	-	2008-09	-	827
AP	Medak	Maize	-	2008-09	Kharif	830
AP	Medak	Maize	-	2008-09	Rabi	792
AP	Medak	Maize	-	2009-10	-	808
AP	Medak	Maize	-	2009-10	Kharif	808
AP	Medak	Maize	-	2009-10	Rabi	808
AP	Medak	Maize	-	2010-11	-	923
AP	Medak	Maize	-	2010-11	Kharif	906
AP	Medak	Maize	-	2010-11	Rabi	1180
AP	Medak	Mesta	-	2008-09	-	
AP	Medak	Mesta	-	2008-09	Kharif	
AP	Medak	Mesta	-	2009-10	-	
AP	Medak	Mesta	-	2009-10	Kharif	
AP	Medak	Mesta	-	2010-11	-	
AP	Medak	Mesta	-	2010-11	Kharif	
AP	Medak	Paddy	-	2008-09	-	869
AP	Medak	Paddy	-	2008-09	Kharif	899
AP	Medak	Paddy	-	2008-09	Rabi	827
AP	Medak	Paddy	-	2009-10	-	1043
AP	Medak	Paddy	-	2009-10	Kharif	1120
AP	Medak	Paddy	-	2009-10	Rabi	939
AP	Medak	Paddy	-	2010-11	-	956
AP	Medak	Paddy	-	2010-11	Kharif	966
AP	Medak	Paddy	-	2010-11	Rabi	944
AP	Medak	Ragi	-	2008-09	-	
AP	Medak	Ragi	-	2008-09	Kharif	
AP	Medak	Ragi	-	2008-09	Rabi	
AP	Medak	Ragi	-	2009-10	-	
AP	Medak	Ragi	-	2009-10	Kharif	
AP	Medak	Ragi	-	2009-10	Rabi	
AP	Medak	Ragi	-	2010-11	-	
AP	Medak	Ragi	-	2010-11	Kharif	
AP	Medak	Ragi	-	2010-11	Rabi	
AP	Medak	Sesamum	-	2008-09	-	4621
AP	Medak	Sesamum	-	2008-09	Kharif	4621
AP	Medak	Sesamum	-	2008-09	Rabi	
AP	Medak	Sesamum	-	2009-10	-	
AP	Medak	Sesamum	-	2009-10	Kharif	
AP	Medak	Sesamum	-	2009-10	Rabi	
AP	Medak	Sesamum	-	2010-11	-	4715
AP	Medak	Sesamum	-	2010-11	Kharif	4715
AP	Medak	Sesamum	-	2010-11	Rabi	
AP	Medak	Sugar Raw	-	2008-09	-	1144
AP	Medak	Sugar Raw	-	2008-09	Kharif	1144
AP	Medak	Sugar Raw	-	2009-10	-	2084
AP	Medak	Sugar Raw	-	2009-10	Kharif	2084
AP	Medak	Sugar Raw	-	2010-11	-	1956
AP	Medak	Sugar Raw	-	2010-11	Kharif	1956
AP	Medak	Tobacco	-	2008-09	-	
AP	Medak	Tobacco	-	2008-09	Rabi	
AP	Medak	Tobacco	-	2009-10	-	4123
AP	Medak	Tobacco	-	2010-11	-	
AP	Medak	Tobacco	-	2010-11	Rabi	
AP	Medak	Tur Arhar	-	2008-09	-	2905
AP	Medak	Tur Arhar	-	2008-09	Kharif	2905
AP	Medak	Tur Arhar	-	2009-10	-	3866
AP	Medak	Tur Arhar	-	2009-10	Kharif	3873
AP	Medak	Tur Arhar	-	2009-10	Rabi	3616
AP	Medak	Tur Arhar	-	2010-11	-	3602
AP	Medak	Tur Arhar	-	2010-11	Kharif	3602
AP	Medak	Tur Arhar	-	2010-11	Rabi	
AP	Medak	Turmeric	-	2008-09	-	5103
AP	Medak	Turmeric	-	2008-09	Kharif	5103
AP	Medak	Turmeric	-	2009-10	-	11205
AP	Medak	Turmeric	-	2009-10	Kharif	11205
AP	Medak	Turmeric	-	2010-11	-	7758
AP	Medak	Turmeric	-	2010-11	Kharif	7758
AP	Nalgonda	Bajra	-	2008-09	-	1013
AP	Nalgonda	Bajra	-	2008-09	Kharif	1013
AP	Nalgonda	Bajra	-	2008-09	Rabi	
AP	Nalgonda	Bajra	-	2009-10	-	1092
AP	Nalgonda	Bajra	-	2009-10	Kharif	1092
AP	Nalgonda	Bajra	-	2009-10	Rabi	
AP	Nalgonda	Bajra	-	2010-11	-	1009
AP	Nalgonda	Bajra	-	2010-11	Kharif	1009
AP	Nalgonda	Bajra	-	2010-11	Rabi	
AP	Nalgonda	CasterSeed	-	2008-09	-	2493
AP	Nalgonda	CasterSeed	-	2008-09	Kharif	2493
AP	Nalgonda	CasterSeed	-	2009-10	-	2156
AP	Nalgonda	CasterSeed	-	2009-10	Kharif	2156
AP	Nalgonda	CasterSeed	-	2010-11	-	3364
AP	Nalgonda	CasterSeed	-	2010-11	Kharif	3364
AP	Nalgonda	CasterSeed	-	2010-11	Rabi	
AP	Nalgonda	Chilly	-	2008-09	Rabi	4483
AP	Nalgonda	Chilly	Dry	2008-09	-	4483
AP	Nalgonda	Chilly	Dry	2008-09	Kharif	4482
AP	Nalgonda	Chilly	Dry	2009-10	-	4755
AP	Nalgonda	Chilly	Dry	2009-10	Kharif	4876
AP	Nalgonda	Chilly	Dry	2009-10	Rabi	4571
AP	Nalgonda	Chilly	Dry	2010-11	-	7784
AP	Nalgonda	Chilly	Dry	2010-11	Kharif	7938
AP	Nalgonda	Chilly	Dry	2010-11	Rabi	7271
AP	Nalgonda	Cotton	-	2008-09	-	2793
AP	Nalgonda	Cotton	-	2008-09	Kharif	2793
AP	Nalgonda	Cotton	-	2009-10	-	3086
AP	Nalgonda	Cotton	-	2009-10	Kharif	3086
AP	Nalgonda	Cotton	-	2010-11	-	3972
AP	Nalgonda	Cotton	-	2010-11	Kharif	3972
AP	Nalgonda	Gram	-	2008-09	-	2306
AP	Nalgonda	Gram	-	2008-09	Rabi	2306
AP	Nalgonda	Gram	-	2009-10	-	2405
AP	Nalgonda	Gram	-	2009-10	Rabi	2405
AP	Nalgonda	Gram	-	2010-11	-	2808
AP	Nalgonda	Gram	-	2010-11	Rabi	2808
AP	Nalgonda	Ground Nut	-	2008-09	-	2694
AP	Nalgonda	Ground Nut	-	2008-09	Kharif	1816
AP	Nalgonda	Ground Nut	-	2008-09	Rabi	3130
AP	Nalgonda	Ground Nut	-	2009-10	-	2824
AP	Nalgonda	Ground Nut	-	2009-10	Kharif	2111
AP	Nalgonda	Ground Nut	-	2009-10	Rabi	2892
AP	Nalgonda	Ground Nut	-	2010-11	-	3019
AP	Nalgonda	Ground Nut	-	2010-11	Kharif	2715
AP	Nalgonda	Ground Nut	-	2010-11	Rabi	3122
AP	Nalgonda	Jowar	-	2008-09	-	1181
AP	Nalgonda	Jowar	-	2008-09	Kharif	1015
AP	Nalgonda	Jowar	-	2008-09	Rabi	1310
AP	Nalgonda	Jowar	-	2009-10	-	1585
AP	Nalgonda	Jowar	-	2009-10	Kharif	2302
AP	Nalgonda	Jowar	-	2009-10	Rabi	1282
AP	Nalgonda	Jowar	-	2010-11	-	1628
AP	Nalgonda	Jowar	-	2010-11	Kharif	1854
AP	Nalgonda	Jowar	-	2010-11	Rabi	1409
AP	Nalgonda	Maize	-	2008-09	-	808
AP	Nalgonda	Maize	-	2008-09	Kharif	822
AP	Nalgonda	Maize	-	2008-09	Rabi	745
AP	Nalgonda	Maize	-	2009-10	-	826
AP	Nalgonda	Maize	-	2009-10	Kharif	871
AP	Nalgonda	Maize	-	2009-10	Rabi	759
AP	Nalgonda	Maize	-	2010-11	-	908
AP	Nalgonda	Maize	-	2010-11	Kharif	860
AP	Nalgonda	Maize	-	2010-11	Rabi	1077
AP	Nalgonda	Mesta	-	2008-09	-	
AP	Nalgonda	Mesta	-	2008-09	Kharif	
AP	Nalgonda	Mesta	-	2009-10	-	
AP	Nalgonda	Mesta	-	2009-10	Kharif	
AP	Nalgonda	Mesta	-	2010-11	-	
AP	Nalgonda	Mesta	-	2010-11	Kharif	
AP	Nalgonda	Paddy	-	2008-09	-	992
AP	Nalgonda	Paddy	-	2008-09	Kharif	1074
AP	Nalgonda	Paddy	-	2008-09	Rabi	902
AP	Nalgonda	Paddy	-	2009-10	-	1217
AP	Nalgonda	Paddy	-	2009-10	Kharif	1572
AP	Nalgonda	Paddy	-	2009-10	Rabi	1028
AP	Nalgonda	Paddy	-	2010-11	-	1040
AP	Nalgonda	Paddy	-	2010-11	Kharif	1045
AP	Nalgonda	Paddy	-	2010-11	Rabi	1036
AP	Nalgonda	Ragi	-	2008-09	-	
